Previous_Crop,Soil_Type,State,Recommended_Crop,Alternative_Crop,Reason
Sugarcane,Black,Tamil Nadu,Green Gram,Pigeon Pea,Legume-based nutrient restoration and pest cycle break
Cotton,Laterite,Odisha,Chickpea,Black Gram,Legume-based nutrient restoration and pest cycle break
Sugarcane,Black,Tamil Nadu,Black Gram,Pigeon Pea,Legume-based nutrient restoration and pest cycle break
Wheat,Black,Odisha,Soybean,Black Gram,Legume-based nutrient restoration and pest cycle break
Cowpea,Laterite,Tamil Nadu,Rice,Sugarcane,Legume-based nutrient restoration and pest cycle break
Rice,Black,Maharashtra,Soybean,Pigeon Pea,Legume-based nutrient restoration and pest cycle break
Maize,Laterite,Odisha,Chickpea,Green Gram,Legume-based nutrient restoration and pest cycle break
Sunflower,Black,Uttar Pradesh,Rice,Pigeon Pea,Legume-based nutrient restoration and pest cycle break
Potato,Alluvial,West Bengal,Lentil,Chickpea,Legume-based nutrient restoration and pest cycle break
Potato,Clayey,Uttar Pradesh,Soybean,Green Gram,Legume-based nutrient restoration and pest cycle break
Cotton,Black,Tamil Nadu,Groundnut,Pigeon Pea,Legume-based nutrient restoration and pest cycle break
Maize,Alluvial,Tamil Nadu,Chickpea,Soybean,Legume-based nutrient restoration and pest cycle break
Lentil,Sandy,Uttar Pradesh,Cotton,Mustard,Legume-based nutrient restoration and pest cycle break
Green Gram,Clayey,Punjab,Potato,Cotton,Legume-based nutrient restoration and pest cycle break
Wheat,Clayey,Tamil Nadu,Chickpea,Lentil,Legume-based nutrient restoration and pest cycle break
Black Gram,Black,Odisha,Sugarcane,Wheat,Legume-based nutrient restoration and pest cycle break
Rice,Clayey,Tamil Nadu,Green Gram,Chickpea,Legume-based nutrient restoration and pest cycle break
Cowpea,Black,Maharashtra,Maize,Wheat,Legume-based nutrient restoration and pest cycle break
Maize,Black,West Bengal,Black Gram,Groundnut,Legume-based nutrient restoration and pest cycle break
Cotton,Sandy,West Bengal,Black Gram,Cowpea,Legume-based nutrient restoration and pest cycle break
Lentil,Clayey,Tamil Nadu,Rice,Potato,Legume-based nutrient restoration and pest cycle break
Maize,Clayey,Tamil Nadu,Black Gram,Chickpea,Legume-based nutrient restoration and pest cycle break
Groundnut,Sandy,Tamil Nadu,Rice,Mustard,Legume-based nutrient restoration and pest cycle break
Sunflower,Black,Maharashtra,Rice,Cotton,Legume-based nutrient restoration and pest cycle break
Groundnut,Clayey,Uttar Pradesh,Cotton,Potato,Legume-based nutrient restoration and pest cycle break
Mustard,Clayey,Punjab,Rice,Lentil,Legume-based nutrient restoration and pest cycle break
Cotton,Red,Uttar Pradesh,Pigeon Pea,Cowpea,Legume-based nutrient restoration and pest cycle break
Potato,Alluvial,Maharashtra,Lentil,Black Gram,Legume-based nutrient restoration and pest cycle break
Potato,Black,West Bengal,Pigeon Pea,Black Gram,Legume-based nutrient restoration and pest cycle break
Black Gram,Red,Uttar Pradesh,Maize,Sugarcane,Legume-based nutrient restoration and pest cycle break
Mustard,Red,West Bengal,Groundnut,Maize,Legume-based nutrient restoration and pest cycle break
Black Gram,Sandy,Odisha,Rice,Maize,Legume-based nutrient restoration and pest cycle break
Groundnut,Laterite,Uttar Pradesh,Rice,Cotton,Legume-based nutrient restoration and pest cycle break
Black Gram,Sandy,Uttar Pradesh,Mustard,Rice,Legume-based nutrient restoration and pest cycle break
Potato,Alluvial,Maharashtra,Lentil,Soybean,Legume-based nutrient restoration and pest cycle break
Potato,Black,Uttar Pradesh,Soybean,Pigeon Pea,Legume-based nutrient restoration and pest cycle break
Soybean,Red,Tamil Nadu,Wheat,Sugarcane,Legume-based nutrient restoration and pest cycle break
Cowpea,Red,Odisha,Maize,Cotton,Legume-based nutrient restoration and pest cycle break
Potato,Laterite,Odisha,Black Gram,Green Gram,Legume-based nutrient restoration and pest cycle break
Potato,Alluvial,Odisha,Black Gram,Chickpea,Legume-based nutrient restoration and pest cycle break
Soybean,Laterite,Punjab,Wheat,Sugarcane,Legume-based nutrient restoration and pest cycle break
Mustard,Sandy,Punjab,Rice,Wheat,Legume-based nutrient restoration and pest cycle break
Cotton,Laterite,West Bengal,Chickpea,Groundnut,Legume-based nutrient restoration and pest cycle break
Groundnut,Clayey,Punjab,Potato,Maize,Legume-based nutrient restoration and pest cycle break
Sugarcane,Sandy,Odisha,Green Gram,Lentil,Legume-based nutrient restoration and pest cycle break
Lentil,Sandy,Odisha,Rice,Cotton,Legume-based nutrient restoration and pest cycle break
Cotton,Black,West Bengal,Groundnut,Black Gram,Legume-based nutrient restoration and pest cycle break
Chickpea,Clayey,Punjab,Potato,Cotton,Legume-based nutrient restoration and pest cycle break
Soybean,Sandy,Tamil Nadu,Wheat,Mustard,Legume-based nutrient restoration and pest cycle break
Wheat,Red,West Bengal,Groundnut,Black Gram,Legume-based nutrient restoration and pest cycle break
Soybean,Clayey,Uttar Pradesh,Wheat,Maize,Legume-based nutrient restoration and pest cycle break
Mustard,Laterite,Tamil Nadu,Cowpea,Chickpea,Legume-based nutrient restoration and pest cycle break
Lentil,Sandy,Odisha,Mustard,Rice,Legume-based nutrient restoration and pest cycle break
Cowpea,Black,Maharashtra,Sugarcane,Rice,Legume-based nutrient restoration and pest cycle break
Sugarcane,Alluvial,Odisha,Black Gram,Soybean,Legume-based nutrient restoration and pest cycle break
Soybean,Red,Maharashtra,Rice,Cotton,Legume-based nutrient restoration and pest cycle break
Lentil,Clayey,Uttar Pradesh,Potato,Wheat,Legume-based nutrient restoration and pest cycle break
Potato,Red,Uttar Pradesh,Cowpea,Groundnut,Legume-based nutrient restoration and pest cycle break
Sugarcane,Sandy,Tamil Nadu,Green Gram,Black Gram,Legume-based nutrient restoration and pest cycle break
Maize,Clayey,Uttar Pradesh,Green Gram,Lentil,Legume-based nutrient restoration and pest cycle break
Maize,Clayey,Odisha,Green Gram,Lentil,Legume-based nutrient restoration and pest cycle break
Rice,Sandy,Punjab,Chickpea,Green Gram,Legume-based nutrient restoration and pest cycle break
Rice,Clayey,Maharashtra,Black Gram,Soybean,Legume-based nutrient restoration and pest cycle break
Mustard,Red,Maharashtra,Maize,Pigeon Pea,Legume-based nutrient restoration and pest cycle break
Lentil,Alluvial,Maharashtra,Cotton,Rice,Legume-based nutrient restoration and pest cycle break
Maize,Clayey,West Bengal,Black Gram,Chickpea,Legume-based nutrient restoration and pest cycle break
Black Gram,Laterite,Tamil Nadu,Wheat,Rice,Legume-based nutrient restoration and pest cycle break
Sugarcane,Alluvial,Punjab,Lentil,Soybean,Legume-based nutrient restoration and pest cycle break
Rice,Black,West Bengal,Black Gram,Groundnut,Legume-based nutrient restoration and pest cycle break
Wheat,Alluvial,Tamil Nadu,Green Gram,Chickpea,Legume-based nutrient restoration and pest cycle break
Cotton,Black,West Bengal,Pigeon Pea,Green Gram,Legume-based nutrient restoration and pest cycle break
Cowpea,Black,West Bengal,Sugarcane,Wheat,Legume-based nutrient restoration and pest cycle break
Sunflower,Laterite,Punjab,Wheat,Cowpea,Legume-based nutrient restoration and pest cycle break
Potato,Alluvial,Tamil Nadu,Black Gram,Soybean,Legume-based nutrient restoration and pest cycle break
Mustard,Red,Odisha,Green Gram,Cowpea,Legume-based nutrient restoration and pest cycle break
Green Gram,Alluvial,Uttar Pradesh,Cotton,Maize,Legume-based nutrient restoration and pest cycle break
Black Gram,Alluvial,West Bengal,Wheat,Cotton,Legume-based nutrient restoration and pest cycle break
Green Gram,Red,Tamil Nadu,Sugarcane,Cotton,Legume-based nutrient restoration and pest cycle break
Groundnut,Sandy,West Bengal,Cotton,Maize,Legume-based nutrient restoration and pest cycle break
Cowpea,Alluvial,Tamil Nadu,Wheat,Cotton,Legume-based nutrient restoration and pest cycle break
Green Gram,Red,Maharashtra,Maize,Cotton,Legume-based nutrient restoration and pest cycle break
Chickpea,Alluvial,Uttar Pradesh,Cotton,Wheat,Legume-based nutrient restoration and pest cycle break
Potato,Clayey,Maharashtra,Green Gram,Lentil,Legume-based nutrient restoration and pest cycle break
Wheat,Red,Maharashtra,Pigeon Pea,Green Gram,Legume-based nutrient restoration and pest cycle break
Sugarcane,Sandy,Maharashtra,Chickpea,Black Gram,Legume-based nutrient restoration and pest cycle break
Potato,Alluvial,Tamil Nadu,Soybean,Black Gram,Legume-based nutrient restoration and pest cycle break
Soybean,Sandy,Maharashtra,Wheat,Maize,Legume-based nutrient restoration and pest cycle break
Potato,Red,Tamil Nadu,Green Gram,Groundnut,Legume-based nutrient restoration and pest cycle break
Sunflower,Black,West Bengal,Green Gram,Groundnut,Legume-based nutrient restoration and pest cycle break
Groundnut,Red,Punjab,Sugarcane,Maize,Legume-based nutrient restoration and pest cycle break
Soybean,Clayey,West Bengal,Rice,Cotton,Legume-based nutrient restoration and pest cycle break
Potato,Black,Punjab,Pigeon Pea,Groundnut,Legume-based nutrient restoration and pest cycle break
Sunflower,Clayey,West Bengal,Potato,Rice,Legume-based nutrient restoration and pest cycle break
Rice,Sandy,West Bengal,Green Gram,Chickpea,Legume-based nutrient restoration and pest cycle break
Groundnut,Alluvial,Punjab,Mustard,Maize,Legume-based nutrient restoration and pest cycle break
Chickpea,Clayey,Maharashtra,Potato,Rice,Legume-based nutrient restoration and pest cycle break
Cowpea,Black,Maharashtra,Wheat,Sugarcane,Legume-based nutrient restoration and pest cycle break
Groundnut,Clayey,Maharashtra,Cotton,Wheat,Legume-based nutrient restoration and pest cycle break
Green Gram,Sandy,Uttar Pradesh,Mustard,Cotton,Legume-based nutrient restoration and pest cycle break
Cotton,Red,Odisha,Pigeon Pea,Cowpea,Legume-based nutrient restoration and pest cycle break
Green Gram,Sandy,Odisha,Wheat,Rice,Legume-based nutrient restoration and pest cycle break
Sunflower,Clayey,Uttar Pradesh,Black Gram,Potato,Legume-based nutrient restoration and pest cycle break
Maize,Laterite,Odisha,Groundnut,Green Gram,Legume-based nutrient restoration and pest cycle break
Sunflower,Sandy,Maharashtra,Green Gram,Mustard,Legume-based nutrient restoration and pest cycle break
Groundnut,Red,West Bengal,Sugarcane,Maize,Legume-based nutrient restoration and pest cycle break
Mustard,Sandy,West Bengal,Black Gram,Cowpea,Legume-based nutrient restoration and pest cycle break
Maize,Clayey,Uttar Pradesh,Black Gram,Green Gram,Legume-based nutrient restoration and pest cycle break
Chickpea,Laterite,West Bengal,Wheat,Cotton,Legume-based nutrient restoration and pest cycle break
Sunflower,Clayey,Maharashtra,Wheat,Rice,Legume-based nutrient restoration and pest cycle break
Mustard,Sandy,Punjab,Rice,Green Gram,Legume-based nutrient restoration and pest cycle break
Sunflower,Laterite,Uttar Pradesh,Cowpea,Wheat,Legume-based nutrient restoration and pest cycle break
Pigeon Pea,Sandy,Tamil Nadu,Rice,Cotton,Legume-based nutrient restoration and pest cycle break
Chickpea,Black,Odisha,Wheat,Rice,Legume-based nutrient restoration and pest cycle break
Soybean,Black,Maharashtra,Rice,Maize,Legume-based nutrient restoration and pest cycle break
Potato,Alluvial,Maharashtra,Soybean,Lentil,Legume-based nutrient restoration and pest cycle break
Lentil,Clayey,Maharashtra,Rice,Cotton,Legume-based nutrient restoration and pest cycle break
Green Gram,Alluvial,West Bengal,Cotton,Wheat,Legume-based nutrient restoration and pest cycle break
Potato,Sandy,Maharashtra,Cowpea,Black Gram,Legume-based nutrient restoration and pest cycle break
Wheat,Clayey,Maharashtra,Chickpea,Soybean,Legume-based nutrient restoration and pest cycle break
Rice,Alluvial,Maharashtra,Soybean,Green Gram,Legume-based nutrient restoration and pest cycle break
Cotton,Laterite,Maharashtra,Chickpea,Cowpea,Legume-based nutrient restoration and pest cycle break
Rice,Alluvial,Odisha,Chickpea,Black Gram,Legume-based nutrient restoration and pest cycle break
Black Gram,Red,Tamil Nadu,Sugarcane,Maize,Legume-based nutrient restoration and pest cycle break
Wheat,Alluvial,Odisha,Black Gram,Soybean,Legume-based nutrient restoration and pest cycle break
Wheat,Red,Punjab,Black Gram,Cowpea,Legume-based nutrient restoration and pest cycle break
Soybean,Red,Tamil Nadu,Wheat,Maize,Legume-based nutrient restoration and pest cycle break
Maize,Laterite,Odisha,Green Gram,Black Gram,Legume-based nutrient restoration and pest cycle break
Cotton,Clayey,West Bengal,Green Gram,Soybean,Legume-based nutrient restoration and pest cycle break
Groundnut,Sandy,Maharashtra,Wheat,Cotton,Legume-based nutrient restoration and pest cycle break
Sunflower,Sandy,Uttar Pradesh,Green Gram,Wheat,Legume-based nutrient restoration and pest cycle break
Pigeon Pea,Clayey,Odisha,Cotton,Potato,Legume-based nutrient restoration and pest cycle break
Soybean,Alluvial,Maharashtra,Mustard,Wheat,Legume-based nutrient restoration and pest cycle break
Mustard,Laterite,Odisha,Cowpea,Groundnut,Legume-based nutrient restoration and pest cycle break
Potato,Sandy,West Bengal,Chickpea,Cowpea,Legume-based nutrient restoration and pest cycle break
Potato,Black,Tamil Nadu,Pigeon Pea,Green Gram,Legume-based nutrient restoration and pest cycle break
Chickpea,Black,Odisha,Cotton,Maize,Legume-based nutrient restoration and pest cycle break
Wheat,Sandy,Tamil Nadu,Cowpea,Black Gram,Legume-based nutrient restoration and pest cycle break
Potato,Red,Punjab,Green Gram,Black Gram,Legume-based nutrient restoration and pest cycle break
Mustard,Clayey,Odisha,Potato,Black Gram,Legume-based nutrient restoration and pest cycle break
Chickpea,Clayey,Tamil Nadu,Maize,Rice,Legume-based nutrient restoration and pest cycle break
Sugarcane,Laterite,Maharashtra,Chickpea,Green Gram,Legume-based nutrient restoration and pest cycle break
Potato,Sandy,Tamil Nadu,Lentil,Green Gram,Legume-based nutrient restoration and pest cycle break
Soybean,Laterite,Uttar Pradesh,Maize,Sugarcane,Legume-based nutrient restoration and pest cycle break
Chickpea,Red,Uttar Pradesh,Wheat,Cotton,Legume-based nutrient restoration and pest cycle break
Wheat,Sandy,West Bengal,Black Gram,Cowpea,Legume-based nutrient restoration and pest cycle break
Potato,Laterite,Tamil Nadu,Black Gram,Chickpea,Legume-based nutrient restoration and pest cycle break
Sunflower,Black,Maharashtra,Soybean,Pigeon Pea,Legume-based nutrient restoration and pest cycle break
Wheat,Clayey,Punjab,Soybean,Black Gram,Legume-based nutrient restoration and pest cycle break
Chickpea,Red,Maharashtra,Cotton,Wheat,Legume-based nutrient restoration and pest cycle break
Mustard,Laterite,Odisha,Black Gram,Groundnut,Legume-based nutrient restoration and pest cycle break
Pigeon Pea,Clayey,Tamil Nadu,Maize,Rice,Legume-based nutrient restoration and pest cycle break
Cowpea,Black,Punjab,Maize,Sugarcane,Legume-based nutrient restoration and pest cycle break
Potato,Red,Odisha,Cowpea,Pigeon Pea,Legume-based nutrient restoration and pest cycle break
Sunflower,Sandy,Punjab,Mustard,Cowpea,Legume-based nutrient restoration and pest cycle break
Chickpea,Sandy,Maharashtra,Cotton,Maize,Legume-based nutrient restoration and pest cycle break
Potato,Sandy,Maharashtra,Cowpea,Green Gram,Legume-based nutrient restoration and pest cycle break
Rice,Sandy,Maharashtra,Green Gram,Lentil,Legume-based nutrient restoration and pest cycle break
Lentil,Red,Tamil Nadu,Rice,Maize,Legume-based nutrient restoration and pest cycle break
Cotton,Clayey,Tamil Nadu,Soybean,Green Gram,Legume-based nutrient restoration and pest cycle break
Groundnut,Black,Tamil Nadu,Cotton,Rice,Legume-based nutrient restoration and pest cycle break
Sugarcane,Black,Punjab,Black Gram,Soybean,Legume-based nutrient restoration and pest cycle break
Wheat,Red,Maharashtra,Groundnut,Black Gram,Legume-based nutrient restoration and pest cycle break
Sunflower,Alluvial,Punjab,Chickpea,Lentil,Legume-based nutrient restoration and pest cycle break
Pigeon Pea,Red,Uttar Pradesh,Cotton,Wheat,Legume-based nutrient restoration and pest cycle break
Wheat,Sandy,Uttar Pradesh,Black Gram,Green Gram,Legume-based nutrient restoration and pest cycle break
Rice,Laterite,Punjab,Black Gram,Chickpea,Legume-based nutrient restoration and pest cycle break
Black Gram,Clayey,West Bengal,Rice,Wheat,Legume-based nutrient restoration and pest cycle break
Chickpea,Alluvial,West Bengal,Mustard,Maize,Legume-based nutrient restoration and pest cycle break
Rice,Red,Odisha,Cowpea,Groundnut,Legume-based nutrient restoration and pest cycle break
Soybean,Alluvial,West Bengal,Wheat,Maize,Legume-based nutrient restoration and pest cycle break
Black Gram,Alluvial,Uttar Pradesh,Cotton,Wheat,Legume-based nutrient restoration and pest cycle break
Mustard,Laterite,Tamil Nadu,Groundnut,Cowpea,Legume-based nutrient restoration and pest cycle break
Rice,Black,Odisha,Black Gram,Groundnut,Legume-based nutrient restoration and pest cycle break
Black Gram,Clayey,Tamil Nadu,Cotton,Rice,Legume-based nutrient restoration and pest cycle break
